year,state,state_fips,poverty_rate
2018,Alabama,1,16.8
2018,Alaska,2,11.1
2018,Arizona,4,14.1
2018,Arkansas,5,16.8
2018,California,6,12.8
2018,Colorado,8,9.7
2018,Connecticut,9,10.3
2018,Delaware,10,12.2
2018,District of Columbia,11,16.1
2018,Florida,12,13.7
2018,Georgia,13,14.5
2018,Hawaii,15,9.0
2018,Idaho,16,11.7
2018,Illinois,17,12.1
2018,Indiana,18,13.0
2018,Iowa,19,11.2
2018,Kansas,20,11.9
2018,Kentucky,21,16.7
2018,Louisiana,22,18.7
2018,Maine,23,11.6
2018,Maryland,24,9.1
2018,Massachusetts,25,10.0
2018,Michigan,26,14.0
2018,Minnesota,27,9.6
2018,Mississippi,28,19.8
2018,Missouri,29,13.2
2018,Montana,30,12.9
2018,Nebraska,31,11.0
2018,Nevada,32,13.1
2018,New Hampshire,33,7.6
2018,New Jersey,34,9.5
2018,New Mexico,35,18.8
2018,New York,36,13.7
2018,North Carolina,37,14.1
2018,North Dakota,38,10.6
2018,Ohio,39,13.8
2018,Oklahoma,40,15.5
2018,Oregon,41,12.5
2018,Pennsylvania,42,12.2
2018,Rhode Island,44,12.8
2018,South Carolina,45,15.2
2018,South Dakota,46,12.9
2018,Tennessee,47,15.2
2018,Texas,48,14.9
2018,Utah,49,9.1
2018,Vermont,50,10.7
2018,Virginia,51,10.7
2018,Washington,53,10.3
2018,West Virginia,54,17.4
2018,Wisconsin,55,11.1
2018,Wyoming,56,10.7
2019,Alabama,1,15.6
2019,Alaska,2,10.2
2019,Arizona,4,13.5
2019,Arkansas,5,16.0
2019,California,6,11.8
2019,Colorado,8,9.4
2019,Connecticut,9,9.9
2019,Delaware,10,11.2
2019,District of Columbia,11,14.1
2019,Florida,12,12.7
2019,Georgia,13,13.5
2019,Hawaii,15,9.0
2019,Idaho,16,11.0
2019,Illinois,17,11.4
2019,Indiana,18,11.9
2019,Iowa,19,11.0
2019,Kansas,20,11.3
2019,Kentucky,21,16.0
2019,Louisiana,22,18.8
2019,Maine,23,10.9
2019,Maryland,24,9.1
2019,Massachusetts,25,9.5
2019,Michigan,26,12.9
2019,Minnesota,27,8.9
2019,Mississippi,28,19.5
2019,Missouri,29,12.9
2019,Montana,30,12.6
2019,Nebraska,31,9.9
2019,Nevada,32,12.7
2019,New Hampshire,33,7.5
2019,New Jersey,34,9.1
2019,New Mexico,35,17.5
2019,New York,36,13.1
2019,North Carolina,37,13.6
2019,North Dakota,38,10.5
2019,Ohio,39,13.0
2019,Oklahoma,40,15.1
2019,Oregon,41,11.5
2019,Pennsylvania,42,12.0
2019,Rhode Island,44,11.6
2019,South Carolina,45,13.9
2019,South Dakota,46,11.9
2019,Tennessee,47,13.8
2019,Texas,48,13.6
2019,Utah,49,8.8
2019,Vermont,50,10.1
2019,Virginia,51,9.9
2019,Washington,53,9.8
2019,West Virginia,54,16.2
2019,Wisconsin,55,10.4
2019,Wyoming,56,9.9
